0_0,0_1,0_2,1_0,1_1,1_2,2_0,2_1,2_2,3_0,3_1,3_2,4_0,4_1,4_2,5_0,5_1,5_2,6_0,6_1,6_2,7_0,7_1,7_2,8_0,8_1,8_2,9_0,9_1,9_2,decay_0,decay_1,W_0,W_1,J_0
1.0,1.0,1.0,-0.08,0.1,0.02,0.1,-0.1,0.04,0.0,0.06,-0.02,-0.04,-0.18,-0.06,-0.2,0.04,0.16,-0.02,0.0,-0.14,0.1,-0.06,-0.12,-0.08,-0.06,-0.1,0.0,-0.18,-0.18,5.6210791518417,4.896468388919331,6.378160994161515,4.879015057640244,6.027768588726097
1.0,1.0,1.0,0.08,0.04,0.0,-0.04,-0.08,0.0,-0.16,-0.16,0.0,-0.1,0.02,0.08,-0.08,-0.1,-0.06,0.04,-0.12,0.04,0.12,-0.02,0.06,-0.08,0.02,-0.02,-0.06,-0.12,-0.1,6.283564127719689,4.594245469821354,4.57326199616777,4.834940458275159,4.0620435357648885
1.0,1.0,1.0,0.3,0.28,0.1,-0.16,-0.08,0.08,-0.04,-0.1,0.18,0.04,-0.2,0.16,0.06,0.1,0.16,0.14,0.0,-0.18,0.06,-0.16,0.1,-0.1,-0.16,0.26,0.12,0.02,-0.14,5.818618363029712,5.1765760751148555,3.960726997299587,3.936483728559,2.925398793439775
1.0,1.0,1.0,-0.12,0.04,-0.08,-0.1,0.0,-0.02,-0.14,-0.02,-0.24,-0.14,-0.12,-0.1,-0.02,0.16,0.06,0.14,-0.04,-0.02,-0.08,0.06,-0.02,-0.04,-0.1,0.06,-0.1,-0.04,-0.14,4.604385784587001,4.80552508959212,5.8954687484244905,5.382164030478218,6.716270436425338
1.0,1.0,1.0,0.2,0.2,0.12,-0.28,-0.16,0.12,-0.08,-0.1,-0.1,-0.16,0.02,-0.1,-0.04,0.0,-0.16,-0.2,0.22,-0.14,0.14,-0.12,-0.02,-0.02,0.0,0.02,-0.02,-0.02,-0.16,2.923603946344398,5.374152395379208,5.4505741361932785,5.215227255112997,4.563693634014359
1.0,1.0,1.0,0.14,0.14,0.16,-0.12,0.06,0.1,-0.06,0.04,-0.18,-0.02,-0.02,-0.12,0.08,-0.12,-0.04,0.12,-0.04,-0.16,-0.22,-0.18,0.04,0.08,0.02,-0.02,0.04,0.22,-0.02,6.4709404822642735,5.1691861219158435,3.1390213772603452,5.220613954642195,5.876628972080027
1.0,1.0,1.0,0.26,0.26,-0.04,-0.2,-0.14,-0.06,0.04,-0.08,-0.2,0.06,-0.16,0.1,-0.14,-0.1,0.12,0.08,-0.16,-0.16,-0.16,0.12,0.04,0.08,0.16,0.08,0.16,-0.24,-0.12,6.479673164073309,4.502659510972876,5.799716862036095,4.876486981249071,4.119765673514054
1.0,1.0,1.0,0.14,-0.22,-0.2,-0.18,0.1,0.16,-0.02,-0.04,0.06,0.02,-0.02,0.12,-0.06,0.0,-0.1,0.06,0.3,0.2,0.1,0.04,-0.1,-0.06,-0.02,-0.16,0.1,-0.02,0.12,5.73552024148626,5.166943738353483,4.048834643188943,6.144105584316521,5.109529588788212
1.0,1.0,1.0,0.32,0.06,0.06,-0.26,-0.18,0.0,-0.08,0.12,0.08,0.0,-0.06,-0.02,-0.06,0.22,0.04,-0.08,-0.18,-0.02,0.24,0.0,-0.04,0.1,-0.1,-0.12,-0.08,0.14,-0.06,4.179332152695119,6.057683534598665,6.295259008649591,4.393942646893517,3.839633377901671
1.0,1.0,1.0,0.08,0.1,-0.02,-0.04,-0.14,-0.06,0.0,0.02,0.02,-0.12,0.18,0.02,0.16,-0.14,-0.18,0.12,0.08,-0.04,0.04,-0.08,0.16,0.0,0.16,0.12,0.1,-0.04,-0.18,6.03172732878571,3.581286560455754,5.420482942866745,5.888967331358787,5.052975606755733
1.0,1.0,1.0,0.28,0.08,0.04,0.02,0.02,-0.08,-0.14,-0.06,0.12,0.08,0.22,-0.06,0.04,-0.06,-0.06,-0.06,0.0,0.14,0.1,-0.14,0.04,0.06,0.06,-0.04,-0.14,0.04,0.18,5.22999664342432,6.693968587658226,3.2201485620976698,5.555873270039999,3.3010002005789607
1.0,1.0,1.0,0.3,-0.04,0.14,0.04,-0.02,0.02,-0.06,0.08,-0.1,-0.02,0.0,-0.14,-0.16,-0.02,0.06,-0.02,0.1,0.16,0.14,-0.1,0.04,0.14,-0.02,0.12,0.08,-0.16,-0.04,4.581930335096583,6.087347144176073,3.8686426408938486,5.406567327511192,4.962240300748222
