0_0,0_1,0_2,1_0,1_1,1_2,2_0,2_1,2_2,3_0,3_1,3_2,4_0,4_1,4_2,decay_0,decay_1,W_0,W_1,J_0
1.0,1.0,1.0,-0.5344,-0.1976,0.3048,-0.3064,-0.0568,0.0896,0.596,0.036,0.0192,-0.2448,-0.0096,0.0288,2.9604851778080628,-0.36080771919803833,5.7891604369722724,6.304212932226826,4.938536190708934
1.0,1.0,1.0,-0.3448,-0.0344,0.0176,-0.024,0.0376,-0.0072,0.0976,0.0192,0.0096,-0.0464,0.0384,0.0272,5.045668151376126,1.6809740618633444,3.2110208671146214,6.405342080662671,4.1511302792707365
1.0,1.0,1.0,-0.0576,-0.0416,0.04,0.0088,-0.0176,-0.0248,0.0144,0.0144,0.0288,0.0072,0.016,0.012,4.16595572703743,5.010679731952605,3.634146744966465,2.901619681918958,6.083770015049449
1.0,1.0,1.0,-0.0896,0.0032,0.0352,-0.3872,0.0392,-0.0232,0.0896,-0.0048,-0.008,0.0872,-0.0464,-0.0104,4.133885913540819,0.8596476696421491,6.9549427224221425,5.0518731960327665,7.293096868635824
1.0,1.0,1.0,-0.0312,-0.1184,0.0568,-0.0192,0.0056,0.0024,0.0016,0.0096,0.0176,-0.0432,0.016,-0.0016,3.853931569435563,6.986431977641976,7.832308838697971,6.239477054629553,3.6324790433038823
1.0,1.0,1.0,-0.1856,-0.052,0.0136,-0.0064,-0.0056,0.0008,0.0264,-0.0088,0.0096,0.0024,-0.0304,-0.0216,4.888147993319469,3.406550212336188,3.177197689869093,5.820355092171612,3.513269530080925
1.0,1.0,1.0,-0.0072,-0.0312,0.0256,0.0792,0.0016,-0.004,0.0048,0.0328,0.0184,0.0256,-0.0352,-0.0304,5.1252049618464,2.7354038278267847,5.301615705665797,1.0473151097949516,7.567851131972448
1.0,1.0,1.0,-0.0096,0.004,0.0168,-0.0024,-0.0008,0.0048,-0.0088,0.0128,0.012,0.016,-0.0056,0.02,5.330037926950805,4.088246994516832,3.148060804354183,4.3725706952083225,8.497387090741206
1.0,1.0,1.0,-0.3504,-0.1032,0.1928,-0.256,-0.0008,0.0232,-0.1488,-0.0016,-0.0128,0.1328,0.016,-0.016,3.9597922252004785,-0.7038797876720655,4.89828048263052,3.673861840002275,5.736340308669133
1.0,1.0,1.0,-0.0496,-0.1088,0.0752,-0.0488,-0.0536,-0.032,0.0272,-0.0088,0.0328,0.012,0.0088,-0.016,2.497894165875054,3.4384217627431832,6.169781006718995,5.273843700245174,6.580126534763977
1.0,1.0,1.0,-0.068,0.0216,0.032,-0.0344,0.0192,0.0024,0.012,0.0008,-0.0256,-0.016,0.0384,-0.032,6.103583918841313,4.29206658139756,3.2488235747027057,3.973919152483133,2.2267087914890586
1.0,1.0,1.0,-0.0432,-0.048,0.0352,-0.0064,-0.988,0.0088,-0.0344,0.0752,-0.0248,0.0096,0.9312,0.0144,-0.36970668623838554,6.266513909165738,3.8953702928847553,7.234247619197191,7.818207092778938
1.0,1.0,1.0,0.0008,0.0312,0.0112,-0.1608,-0.0056,-0.0048,0.0024,0.0144,0.052,0.0112,0.0312,-0.012,5.030402319379435,2.7189712306751037,3.043607426509923,3.6638380975500304,0.6174288059285189
1.0,1.0,1.0,-0.088,-0.4968,0.1752,-0.028,-0.28,0.0248,0.0264,0.3152,0.02,-0.0192,0.052,-0.0152,-0.06389325207822916,4.147567871222204,4.374548295653487,5.339643943278022,5.108399525903325
1.0,1.0,1.0,0.0888,0.0,0.0216,-0.016,0.0144,-0.0016,-0.0112,0.0064,0.0288,0.0024,-0.0016,-0.0136,3.424022045271826,4.222495988627941,6.082056662548901,3.6068203665606005,10.783429082667014
1.0,1.0,1.0,-0.5144,0.0088,0.0,0.0872,0.0056,-0.016,0.0296,0.0352,0.0024,0.0568,-0.004,0.0192,5.224531947926892,0.9305002292717934,2.0398641445390564,8.458204860004628,2.3324519087401048
1.0,1.0,1.0,-0.0344,-0.1952,-0.0008,0.0136,-0.016,0.0136,0.0208,0.0616,-0.0264,-0.0304,0.0056,0.0088,2.7573546921052277,4.273591009336668,5.257217407530804,1.76225786352627,4.55990025045284
1.0,1.0,1.0,0.0304,-0.1128,-0.028,-0.0032,0.0208,-0.0016,-0.0024,0.0384,-0.0024,-0.0096,0.0136,0.0248,4.978061413596963,6.410421905732395,4.838542954667776,-0.47440975509069805,4.259731248177573
1.0,1.0,1.0,-0.0904,-0.3576,0.064,0.0304,0.0472,0.0056,-0.0064,-0.0048,0.0256,-0.0104,0.1088,0.0072,1.3890363542187671,4.789534718886314,7.816765023749239,4.458655518746594,3.572054916329223
1.0,1.0,1.0,-0.028,-0.024,0.0232,0.1248,0.1072,0.0592,-0.0288,0.004,-0.0184,-0.0928,-0.0216,-0.0152,2.9481145436590337,1.493596645909953,0.6922112724848608,6.76262698094751,7.634946565756675
1.0,1.0,1.0,0.0392,-0.38,-0.0416,0.0224,-0.0112,-0.0272,-0.0064,-0.344,0.0144,-0.0016,0.4104,0.0264,0.5760206784322786,3.024025685815478,3.755613628100938,1.0436887967101396,4.4570268343479285
1.0,1.0,1.0,0.0104,-0.052,-0.0128,0.0032,0.0136,-0.0424,-0.0448,-0.0016,0.032,-0.0032,0.0272,0.0112,6.070475615714894,4.2675243285504445,5.960284195101991,9.153598577954009,5.266651051865132
1.0,1.0,1.0,-0.0752,-0.0672,-0.0112,0.4608,0.0072,0.0136,-0.3912,-0.004,-0.0048,0.0352,0.0072,0.0264,4.27653606003611,0.4666620142093616,6.165057141521976,1.602898540409016,6.474218626300483
1.0,1.0,1.0,-0.1864,0.0808,-0.208,-0.2408,0.036,0.016,-0.0784,0.0448,0.0048,-0.344,0.0232,-0.0104,2.277981591157804,0.26927849518699887,10.265165992618268,6.068667863563513,6.948330252130894
1.0,1.0,1.0,-0.252,-0.5872,0.3976,-0.0528,-0.372,0.1432,0.0224,0.9688,0.0344,0.0344,-0.7784,-0.0512,-0.3216752899118758,1.819454005371201,5.52930301704889,4.2079315639200265,4.896086129825784
1.0,1.0,1.0,-0.072,-0.024,0.0304,-0.0072,0.0752,0.0216,0.0152,-0.0568,-0.0048,0.0184,0.0336,-0.012,3.202060929035245,5.445083824054966,8.578441961134248,5.729387718237828,5.678016603576265
1.0,1.0,1.0,-0.024,-0.4552,-0.0008,-0.02,0.0256,0.0056,-0.0008,0.0184,0.0368,0.0048,0.1616,0.0096,0.8031026265028474,5.000950809388778,4.498242335590573,8.652189511659873,4.104612005822283
1.0,1.0,1.0,0.0136,-0.004,0.0112,0.0528,0.032,0.0176,0.0056,0.0088,-0.0432,0.0016,-0.0176,0.0368,4.337166524673785,3.3888805256076697,7.610739378113535,7.901919942454802,8.287191686720334
1.0,1.0,1.0,-0.1056,-0.0856,0.0408,-0.064,-0.012,0.0296,0.0312,0.0208,0.012,0.0168,0.024,0.0168,4.8369351351706555,2.9937983094358986,4.540891808084198,5.764571473202119,6.003073381615077
1.0,1.0,1.0,-0.2128,-0.0808,0.1176,-0.0392,-0.0448,0.0248,-0.536,-0.0096,-0.0112,-0.3832,-0.0264,0.0336,4.197625010186073,-1.1897076211872406,5.650299053406433,6.669650959112595,6.528177804179901
1.0,1.0,1.0,-0.232,-0.2848,0.104,0.0224,0.0216,0.0152,-0.0272,0.0128,-0.0208,0.02,-0.0104,0.0064,2.6562299762183836,1.993581567638956,5.37435689249554,4.2985178459505535,3.0498797307194163
1.0,1.0,1.0,-0.2328,-0.0144,-0.0008,-0.028,-0.0192,0.012,0.008,-0.0024,-0.0008,-0.0064,0.0096,-0.0352,5.615994575480562,2.6809490318427867,2.3590244405780805,6.4813874910336065,4.628059372143983
1.0,1.0,1.0,-0.0792,-0.1896,0.0736,0.0512,0.0464,-0.0048,-0.0264,-0.3224,0.0512,-0.0096,0.0584,-0.0248,0.8024555950479364,4.689190670694421,7.317298402403912,7.320351281638925,5.7739638003388505
1.0,1.0,1.0,-0.5088,-0.0672,0.0544,0.0256,-0.0288,-0.0032,0.1024,-0.0184,-0.0152,0.0744,-0.0248,-0.0064,5.977651615664563,0.4639098548949967,3.223643200036191,4.838544969916363,4.099254605566621
1.0,1.0,1.0,-0.2352,-0.2496,0.1936,-0.0768,0.0968,-0.0168,0.0648,-0.6264,-0.0496,-0.0176,0.2784,0.0048,0.3679128393766229,2.2605483431100506,7.926123556961093,5.70697959293876,5.010654739106016
1.0,1.0,1.0,-0.248,-0.0992,0.1072,-0.1864,-0.0232,0.024,0.0248,-0.0264,0.0256,0.0168,0.0136,-0.0336,3.649463276569173,0.9591957289404194,6.329037836262045,6.20915657046085,6.083533067922724
1.0,1.0,1.0,-0.0688,-0.028,0.044,-0.0408,-0.0824,-0.0032,0.008,0.0016,-0.0192,-0.0096,-0.0232,0.0104,2.8152467518647026,3.9029788733445274,5.531754399459491,5.780089899459991,7.07166211247281
1.0,1.0,1.0,-0.3232,-0.1064,0.092,-0.14,0.0064,-0.0088,0.0528,-0.028,-0.0232,0.0072,-0.0016,-0.028,4.640736769193966,0.9068339809026935,4.342076695613404,6.45318563542227,5.313142360646917
1.0,1.0,1.0,-0.008,-0.0216,0.0072,0.0088,-0.04,0.004,-0.0184,0.0312,0.008,-0.0416,-0.008,-0.0064,7.645260115722904,2.134658557304977,4.439133732046141,2.339804651678968,3.874614350994796
1.0,1.0,1.0,-0.4192,-0.5408,0.2832,0.0296,0.2344,0.0288,0.028,0.0016,-0.0248,0.088,-0.0352,-0.0176,1.360821355936055,1.1998638928590017,6.257085579996989,4.875341046249641,2.4783431478279727
1.0,1.0,1.0,-0.1048,-0.408,0.092,-0.0136,0.0008,-0.0224,-0.02,0.1232,-0.0136,0.0056,-0.096,-0.0072,1.427849749448383,2.8396052145764856,5.716006849020958,3.0904169832664357,4.062725630452935
1.0,1.0,1.0,-0.1616,-0.4784,0.1376,-0.0184,0.052,0.0064,0.0208,0.0552,-0.0056,0.0168,0.0656,0.0072,0.9334185180340588,4.278500149922872,7.224870807516314,5.788830427329771,3.76001196197113
1.0,1.0,1.0,0.0176,-0.0808,0.0904,0.0048,-0.3496,-0.0216,-0.028,0.1184,-0.02,0.0136,0.1552,0.0168,1.2747353806938417,5.428957380257399,4.158660892262686,3.681787229748026,7.241185637014466
1.0,1.0,1.0,0.032,0.0336,-0.032,-0.02,0.0224,0.0344,-0.0168,0.0256,0.0072,-0.008,0.0072,-0.0088,2.844754550424331,5.896367725055667,10.580364912417847,9.80101788955691,6.625610419524345
1.0,1.0,1.0,-0.0464,-0.052,0.0328,-0.0224,0.016,-0.008,-0.0232,-0.02,-0.0016,-0.0144,0.0256,0.0048,4.757321301610607,5.457065926206353,3.1637716877898,7.017878228409529,5.243605142179496
1.0,1.0,1.0,-0.1856,-0.0568,0.0616,-0.0992,-0.0264,0.0104,0.0872,-0.0056,-0.0096,0.0096,0.0032,0.0224,4.938652683348823,2.203119927857186,5.089190674862273,4.476353059828689,5.844808389680431
1.0,1.0,1.0,-0.4008,0.0088,0.0256,0.0784,-0.004,-0.0264,-0.0288,0.0112,-0.0112,0.0064,0.0088,0.036,5.551307467010229,1.9165193454539788,2.6929106607114446,5.8964524792901525,1.8706154170422642
1.0,1.0,1.0,-0.0376,-0.1576,0.0304,-0.2216,0.02,-0.0352,-0.0152,0.02,0.0112,-0.2256,-0.0032,-0.0016,3.5674312395827057,0.6667153067057927,7.750235441743056,2.538809919346201,3.056478074426718
1.0,1.0,1.0,-0.0832,-0.1344,0.0576,-0.0424,-0.1072,-0.0104,0.0088,0.032,0.0184,0.0344,0.0224,-0.004,2.6092025254900806,3.5528583284277278,4.8075282976127625,6.571854779421464,6.1588356842976815
1.0,1.0,1.0,-0.2664,-0.0768,0.172,-0.1728,0.0912,-0.0128,-0.396,-0.064,-0.004,-0.1992,-0.0144,0.0168,2.1606753327879114,-1.7983313292616012,7.7669660509171,6.570340318904486,6.294846972956186
1.0,1.0,1.0,-0.1096,-0.0288,0.0248,-0.008,-0.004,-0.0024,-0.0072,0.0088,0.0288,0.0072,-0.0352,0.0072,5.5750283467717265,3.790512976554087,6.625733389818904,6.161478753253386,5.502968906668245
1.0,1.0,1.0,-0.2648,-0.3888,0.1512,0.0184,0.008,0.0008,0.0304,-0.144,-0.0288,0.0016,0.2792,-0.0216,0.855741016403694,2.6495252448626,8.15617978789742,5.761040094710685,3.7221063206258647
1.0,1.0,1.0,-0.056,-0.0144,0.0032,-0.0128,-0.0056,0.02,-0.032,-0.0128,-0.0288,-0.012,0.0184,-0.024,5.373071700357233,6.7756175573219535,3.9728641755823277,6.134858513980785,6.5724622673178565
1.0,1.0,1.0,-0.3456,-0.2288,0.2064,-0.0368,0.0088,-0.0152,0.0208,-0.1368,0.0136,0.0488,0.1624,0.0032,1.2493861991280195,1.1142976014807768,3.5684216062327834,6.910186584224014,4.652617897640524
1.0,1.0,1.0,-0.0976,-0.3264,0.0432,0.028,-0.656,-0.0344,0.0088,0.5328,-0.0168,0.0152,0.0984,0.0112,0.09838440526464165,5.122133993142935,4.209377928835059,7.791960544600237,1.3101226054647621
1.0,1.0,1.0,-0.06,-0.0128,-0.0552,-0.1088,0.012,0.0216,-0.0112,0.0264,-0.0312,-0.008,0.0024,0.012,3.526184000128104,2.737485079740409,-0.6305389927184839,3.4450136083600524,7.158296786102932
1.0,1.0,1.0,-0.224,0.052,-0.0152,-0.092,0.012,0.0384,0.008,0.0048,-0.0128,-0.0136,0.0088,-0.0208,4.821271852973414,1.2858868093654126,9.76414255002468,6.523737825506218,5.675493757667283
1.0,1.0,1.0,-0.0288,-0.0864,0.0272,0.0096,-0.0104,0.0104,-0.0224,-0.016,-0.0176,0.0248,-0.0296,0.0128,4.423067952484115,7.450772482799987,6.797217993488784,3.9561646087892353,6.006420684591825
1.0,1.0,1.0,-0.1176,0.0568,-0.024,-0.0272,0.0504,0.004,0.0048,0.0144,0.0144,0.0384,-0.0176,-0.0192,3.5470363620936114,3.735515645345868,0.30839089349219595,4.936824447596114,5.724280652073916
1.0,1.0,1.0,-0.2152,0.0976,-0.068,0.028,-0.1552,0.0152,-0.0064,-0.0736,0.0048,0.0152,0.0208,0.0312,2.2967537332127033,3.8839893907574092,2.935657599934658,6.932632952788201,0.7636452187327167
1.0,1.0,1.0,0.0944,-0.6728,-0.0904,-0.004,0.3336,-0.0144,-0.0192,-0.0336,-0.0144,0.0256,-0.1448,-0.0168,0.6520867369758294,3.9492606102964176,6.8611418836744384,1.5809989527827764,2.522424291557234
1.0,1.0,1.0,0.0512,-0.0264,-0.028,0.0552,0.0016,-0.0072,0.0672,-0.0328,0.0168,-0.0072,-0.0112,0.0552,4.495801565281932,2.404608524931423,7.991309053080675,5.794276729128303,10.433553647696876
1.0,1.0,1.0,0.0656,-0.276,-0.0168,-0.0256,-0.0056,0.0168,0.0064,-0.0312,-0.0088,0.0168,0.0704,-0.0072,1.6326218745056578,3.355729758939878,4.184189885701754,2.1469755118627774,3.257620611137774
1.0,1.0,1.0,-0.0544,-0.0656,0.0512,-0.0048,-0.0576,-0.0064,-0.0024,0.012,0.0176,-0.0072,-0.0256,-0.0456,4.007136536412961,4.180550338462254,4.394659242516071,3.677353664511341,6.0314183524882194
1.0,1.0,1.0,-0.2,-0.0544,0.0224,-0.0464,-0.0072,0.0216,0.0112,-0.012,0.0024,-0.0136,0.004,0.0288,4.51831608042799,2.18235440652921,7.595084081366501,6.857613459391298,5.448428507084863
1.0,1.0,1.0,0.0288,-0.132,0.0248,0.032,-0.0584,0.0056,-0.0048,0.0272,0.0256,0.016,0.0112,-0.0336,2.751665546652027,4.259628421797645,5.822115652488403,1.3582771517814534,5.893592043304073
1.0,1.0,1.0,-0.0976,-0.1304,0.0088,-0.0208,0.008,0.0192,-0.008,-0.0112,-0.008,-0.0104,0.0128,-0.004,4.132400146874988,3.555966605423096,4.618911055097862,3.2690653317156615,3.82128296286915
1.0,1.0,1.0,-0.6776,-0.0176,-0.0104,0.0144,0.0096,-0.2448,0.1928,0.0408,0.0192,0.0856,-0.0824,0.0032,1.5075277037011183,-0.0063088628358771714,2.0501872383765996,7.107207186194271,3.9150627551171953
1.0,1.0,1.0,0.1176,-0.1888,-0.0168,0.012,0.0008,0.032,0.156,-0.0536,0.0048,0.004,0.0176,-0.02,2.121278161517613,1.7989523017489182,3.4900424378796346,0.6428958340272999,4.46843390780027
1.0,1.0,1.0,-0.3248,-0.1536,0.1568,-0.168,-0.0424,0.0024,0.2296,-0.0344,-0.0144,-0.108,-0.0208,0.0104,3.3545831087472604,1.3047695122556136,4.464613542648752,5.432743369164775,5.059106765828946
1.0,1.0,1.0,-0.0256,-0.0264,-0.0408,-0.1904,0.016,-0.008,-0.032,-0.0008,-0.004,-0.0056,0.0256,-0.0312,4.9637636860736105,2.1784213785267834,6.789259733083902,12.049255590366865,7.761020051331155
1.0,1.0,1.0,-0.3432,-0.0248,0.0448,-0.0152,0.0192,0.0328,-0.1824,-0.0328,-0.0136,0.3016,-0.012,-0.0416,6.0560341422979995,0.7443285867554805,7.444860590345817,4.0925263204225155,4.295763093575316
1.0,1.0,1.0,-0.1384,-0.1232,0.0696,-0.0016,-0.0072,-0.0056,0.0184,0.016,0.0152,0.0064,0.0008,-0.0024,4.9243002795008035,3.5858668948043433,5.4084365567026245,4.557360122555547,4.2488671008099965
1.0,1.0,1.0,-0.0744,-0.1336,0.0,0.0048,0.0016,-0.0176,0.0296,-0.0272,0.0392,-0.0248,0.0368,0.028,3.8468781923000246,4.886869307966293,4.266527848516957,6.408539969519949,4.223704866824359
1.0,1.0,1.0,-0.0512,-0.2384,0.296,-0.0544,-0.8448,0.064,-0.0096,0.528,0.0176,-0.012,0.448,0.0216,-0.7157679323591513,2.6881165596296657,4.093227888289219,3.5114749761933948,6.867785009963442
1.0,1.0,1.0,-0.02,-0.0256,0.1944,-0.0136,-0.7616,0.004,0.0224,0.0408,-0.0392,0.0016,0.1312,-0.008,-0.5494008339435488,2.650707581252828,4.999913011404,6.366453782705296,7.798857209660074
1.0,1.0,1.0,-0.1592,-0.1808,0.0936,-0.0232,-0.0488,0.0144,0.0096,0.0216,-0.0056,-0.0224,0.0232,0.028,2.73990611229117,2.818239679126856,6.1412208970322215,6.7909838033188175,4.925653350785049
1.0,1.0,1.0,-0.3048,-0.1008,0.0376,0.0152,0.0152,0.0592,-0.2256,0.0048,-0.0192,0.2744,0.0,-0.036,4.799106209293649,0.8267954343900827,4.331451478772015,8.128757746255543,4.0812651581144435
1.0,1.0,1.0,-0.0304,-0.2208,0.008,0.004,0.0168,-0.0272,0.0048,0.0088,0.0264,0.0168,-0.0352,0.0168,2.7554409208522586,7.009672594776703,8.6100857003744,3.9368097845159986,2.355906143498133
1.0,1.0,1.0,-0.3136,-0.128,0.1648,-0.1576,-0.0464,0.004,0.1496,0.0144,0.0232,-0.0648,-0.0136,0.0096,3.7734796746284607,1.4275937316554912,5.9492373503213285,5.533939075165521,5.164499616131501
1.0,1.0,1.0,-0.18,0.0168,0.0208,0.0192,0.02,0.0104,-0.0744,0.0104,0.0272,0.048,-0.0208,-0.0032,9.497820557441209,1.651391509502413,2.72645289094366,7.491396474308138,5.120862802350817
1.0,1.0,1.0,0.0608,0.032,-0.0208,0.0032,0.044,0.0136,0.044,-0.0088,0.0272,-0.02,0.0304,0.0232,3.866002547925093,6.1957391127016885,6.0379232723576175,0.9776871545861683,9.421094514010532
1.0,1.0,1.0,-0.032,-0.2256,0.0784,-0.004,-0.4664,-0.0032,0.016,0.3424,0.0064,0.0216,0.1392,-0.0008,0.656908423358395,5.966698620660663,5.11123366615229,4.340939452188067,6.463281941307339
1.0,1.0,1.0,0.0488,0.0544,0.068,-0.0808,0.0024,0.0176,-0.0328,-0.04,0.0008,0.0248,-0.0464,-0.0184,3.383439157199835,3.2604988061139517,1.5535121127748033,3.761264739060403,9.096276526312948
1.0,1.0,1.0,-0.1312,-0.108,0.044,0.0112,0.0368,0.024,-0.032,-0.028,0.0056,0.0344,0.0512,-0.0088,3.6461136503373366,2.3860779062699407,6.848446540405457,3.2169552941680033,5.611075736535332
1.0,1.0,1.0,-0.088,-0.1392,0.0192,-0.0184,0.0328,0.0,-0.0112,-0.0632,0.0152,0.0016,0.0224,0.0256,2.0791208968985035,4.30987389055793,7.439502609664347,6.719330396928207,5.711553174220619
1.0,1.0,1.0,-0.0328,0.0016,0.0216,0.0048,0.0232,-0.0072,-0.016,0.0,0.0176,-0.0208,-0.0008,-0.0104,3.9715996948151977,6.4501750856697,6.487965523388877,3.0480472382354615,8.560807771423843
1.0,1.0,1.0,-0.0408,-0.1208,0.1136,-0.028,-0.3064,-0.008,0.0128,0.0344,-0.004,0.0112,0.068,0.0024,1.411079840375249,3.9426420389287538,3.871122713918098,4.054906692567858,7.33737331897029
1.0,1.0,1.0,-0.656,-0.1368,0.1048,0.1936,0.0096,0.008,0.14,0.004,-0.0192,-0.1608,-0.0072,-0.0064,4.321052809958639,0.4444479560443999,5.521909590058631,5.70938296553353,1.4638460602757872
1.0,1.0,1.0,-0.1464,-0.048,0.0456,0.024,-0.0352,0.0032,-0.2328,-0.0152,-0.0144,0.048,0.0264,0.004,4.222082785309544,1.4120361093142397,3.180669473769238,2.8289437515262326,5.311528618301485
1.0,1.0,1.0,-0.1296,-0.06,0.1192,-0.2344,-0.036,0.024,0.0392,0.0056,0.0224,0.0096,-0.0048,-0.0256,3.826508942302444,1.2653037660290551,3.516680795845337,5.717228071163991,6.926695968412429
1.0,1.0,1.0,-0.0848,-0.3624,0.0808,0.044,-0.1512,-0.0624,-0.048,0.2744,-0.028,-0.0192,-0.0936,0.0296,1.0843022119728156,2.571094779682256,5.148044648813236,2.1832815611093133,5.12831136343464
1.0,1.0,1.0,-0.2064,-0.5824,0.1728,0.0088,-0.0136,-0.0272,-0.012,-0.156,0.0112,0.0024,0.7096,-0.0016,-0.24794856606083915,2.9307163560856373,4.4603310317449365,8.477064240239933,3.0438615439282155
1.0,1.0,1.0,-0.016,0.04,-0.016,-0.0392,0.5272,-0.032,0.0048,0.2376,-0.0072,0.02,0.1168,-0.004,0.4833846972371618,5.095099886792626,0.32167352916737624,6.624396694493767,6.46485926366298
1.0,1.0,1.0,-0.0224,-0.2296,0.0312,-0.0112,-0.0984,-0.0056,-0.0272,0.0968,-0.0168,0.0032,-0.0216,-0.02,1.756310840975729,6.383876350173052,4.730583456180136,6.03173757090984,5.143937578675458
1.0,1.0,1.0,-0.076,-0.724,0.0624,-0.004,0.1392,0.0264,-0.0312,0.2192,-0.0056,-0.0048,-0.1096,0.0136,-0.8628065430457603,6.253246925743603,5.308263497815669,7.930322610226822,1.8512915756781605
1.0,1.0,1.0,-0.0152,-0.3792,0.0552,-0.02,-0.464,0.0072,0.0368,0.5728,0.024,-0.02,-0.0448,-0.004,0.4374069079645744,4.787737930310318,5.01838798095356,6.78713344695657,5.831824359233254
1.0,1.0,1.0,-0.08,-0.048,0.1152,-0.172,-0.0992,0.0248,0.0632,0.0136,0.0048,0.0112,0.0272,-0.0192,3.1606584964740843,2.073406432014198,4.062964618185566,4.292894777152183,6.970048287552029
1.0,1.0,1.0,-0.1528,0.2024,-0.0976,-0.0184,0.0952,-0.0304,0.0232,0.3736,0.024,-0.0088,0.044,0.0048,0.7342420185173055,3.282428780913819,0.41283740397194535,4.564735858014375,4.86688337948658
1.0,1.0,1.0,-0.0952,-0.0608,0.0872,-0.0864,-0.0656,0.016,0.0376,0.0096,-0.028,0.004,-0.0104,-0.016,2.988786842267624,2.7076363212505283,5.50086957346064,5.7081111320655715,6.648225678586845
1.0,1.0,1.0,-0.3504,-0.0992,0.0624,0.084,-0.012,-0.0128,-0.024,-0.0136,0.02,-0.012,0.0136,0.0,4.485239416101111,2.3457358609542855,4.7717136210296385,7.078329654768038,2.890632598062843
1.0,1.0,1.0,-0.7232,-0.1288,0.1288,0.2176,-0.12,-0.0704,0.0448,0.0176,0.0096,0.1576,0.0104,-0.024,2.40695147931907,0.1652499472370348,3.69214137556618,5.38722308302782,2.3601119640330355
1.0,1.0,1.0,-0.1432,-0.0752,0.0328,-0.0256,0.0112,0.0208,0.0064,-0.0104,0.012,-0.0088,0.0096,-0.0216,5.474149378976931,4.222279800492267,6.009404031317362,5.840631447010653,4.1299370938157285
1.0,1.0,1.0,-0.6408,-0.0832,0.084,-0.104,-0.0024,-0.0104,0.3976,0.0224,0.012,-0.1352,0.0112,-0.0008,5.042652595491818,0.05423023273456895,3.7036019740038624,4.985718564651118,4.283670628955439
1.0,1.0,1.0,-0.0816,-0.1448,0.0936,-0.0016,-0.0792,-0.0136,-0.0016,0.0616,0.0024,0.0184,-0.0096,0.0088,1.9893581866400172,4.34172632027929,3.734479552214611,4.978278564038834,6.292122545425437
1.0,1.0,1.0,-0.0944,-0.3776,0.1536,-0.0032,-0.3616,-0.0016,0.0072,0.0784,-0.0216,-0.0208,0.0488,0.0008,-1.8249893938541133,4.81645160930427,6.323611441332326,3.8934737077373187,5.895528519416547
1.0,1.0,1.0,0.0672,0.0176,0.256,-0.988,-0.0448,0.0504,-0.1688,-0.0256,0.0264,0.9648,-0.0264,-0.0248,3.235542821073189,-2.050512240832112,3.406543518823291,3.840871012280263,8.302209346997227
1.0,1.0,1.0,-0.5984,-0.2288,0.3904,-0.2608,-0.0384,0.1696,0.7272,0.0656,0.0664,-0.5344,-0.048,0.0016,2.148283032368954,0.05117262973984937,6.089815219568103,5.1234811860356455,4.733934070919128
1.0,1.0,1.0,-0.1936,-0.0448,0.0672,0.0368,0.0168,-0.0008,-0.3376,-0.0032,0.0016,-0.1608,-0.0016,-0.0248,5.981400542755679,0.5289532861975261,4.859662325267728,2.7373846616988207,6.4418771536558666
1.0,1.0,1.0,-0.264,0.0008,0.02,0.0056,-0.0032,0.028,-0.04,0.008,-0.0352,0.0352,0.0288,0.008,3.599771811418598,2.172705021242126,2.382097948537539,7.957151080723099,3.619248992615769
1.0,1.0,1.0,-0.2656,-0.1064,0.108,0.2088,-0.0064,-0.0136,-0.972,-0.0072,0.008,0.2792,0.0368,-0.0104,4.144692433814515,-0.4039996503543195,5.115099441787513,2.7791650816891096,5.507138384944313
1.0,1.0,1.0,-0.0296,0.004,0.0064,0.02,-0.0192,-0.0008,0.0,-0.004,-0.0008,-0.04,-0.0592,-0.0064,5.281426638968234,5.397219691056501,4.5569904746979235,4.761432637211853,7.446479429274227
1.0,1.0,1.0,-0.1736,-0.2464,0.1112,0.0144,0.0152,-0.0008,-0.0584,0.0272,-0.0168,-0.032,0.0072,-0.0344,2.2050431011284273,3.0902830774693877,7.923155294073014,4.066262228502864,3.0356188665805925
1.0,1.0,1.0,0.1232,-0.3792,-0.1104,0.02,-0.0224,0.0216,0.0192,0.136,0.0016,0.0064,-0.0824,-0.0376,1.5242346445367476,4.053037631681254,6.252663625487489,-0.7658963827924019,4.255416762237953
1.0,1.0,1.0,0.0032,-0.0312,0.052,-0.0168,-0.0912,-0.0168,0.0064,0.0184,0.0136,0.0312,0.0,-0.0136,3.266945401061015,4.905944138136206,4.670789641416921,2.896893271743273,7.489888433756865
1.0,1.0,1.0,0.0,-0.012,-0.0088,0.0632,0.0488,-0.0128,-0.0128,-0.0144,-0.0192,0.0224,-0.0088,-0.0232,4.374974907321761,3.7252521287669023,2.2515572536917974,0.3120151519170671,5.957723569351889
1.0,1.0,1.0,-0.016,-0.132,0.0712,0.0528,-0.1952,-0.016,0.0192,0.0424,0.0008,0.0176,-0.0064,0.0288,1.8265845157138583,3.2179350906774764,5.368939937405705,2.2242228321767987,6.67910431807419
1.0,1.0,1.0,-0.3392,-0.1928,0.0984,0.0464,0.0112,0.0144,0.0064,-0.016,0.0256,-0.0056,0.0048,-0.0328,3.47485132663601,1.7422047014386206,7.595444168241746,7.233382918559224,3.410376276919738
